customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory
8861-HGGKB,0,0,0,0,10,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.45,830.85,1,0,1,New,83.08500000000001,1,0,0,3.364999999999995,Medium
1087-GRUYI,1,0,1,0,38,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.4,743.5,0,1,0,Long-term,19.56578947368421,1,1,0,0.8342105263157897,Medium
7065-YUNRY,0,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,45.3,1,0,0,New,45.3,0,0,0,0.0,Low
7694-VLBWQ,1,0,1,0,67,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,104.1,7040.85,1,0,4,Long-term,105.08731343283583,0,1,1,-0.9873134328358333,Very High
2546-KZAAT,1,0,1,0,52,1,0,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,75.4,3865.45,0,0,4,Long-term,74.33557692307691,1,1,0,1.0644230769230916,Very High
0181-RITDD,1,0,1,1,62,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,108.15,6825.65,0,0,6,Long-term,110.09112903225805,0,1,1,-1.941129032258047,Very High
5989-PGKJB,0,0,0,0,16,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.25,1340.1,0,0,2,Loyal,83.75625,1,0,0,2.4937500000000057,Medium
4795-KTRTH,0,1,1,0,5,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.0,371.65,1,0,1,New,74.33,1,1,0,6.670000000000002,Low
8272-ONJLV,1,0,0,0,12,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.7,1184.0,0,0,3,New,98.66666666666667,0,0,0,-2.9666666666666686,Medium
1488-PBLJN,0,0,1,1,72,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.85,8477.7,0,0,6,Long-term,117.74583333333334,0,1,1,-0.8958333333333428,Very High
0308-GIQJT,1,1,0,0,71,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),105.75,7382.85,0,0,4,Long-term,103.98380281690142,1,0,1,1.7661971830985834,Very High
3778-FOAQW,0,0,1,0,24,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,456.85,0,1,0,Loyal,19.035416666666666,1,1,0,1.1145833333333321,Medium
4452-ROHMO,0,0,0,0,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,331.6,0,1,0,Loyal,22.10666666666667,0,0,0,-2.5066666666666677,Low
6481-OGDOO,1,0,1,0,67,1,0,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Credit card (automatic),90.6,6056.15,1,0,3,Long-term,90.39029850746267,1,1,1,0.20970149253732018,Very High
3090-LETTY,1,0,0,1,2,1,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),60.95,134.6,0,0,2,New,67.3,0,1,0,-6.349999999999994,Low
5349-AZPEW,0,0,1,1,5,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.05,125.5,0,0,0,New,25.1,0,1,0,-0.05000000000000071,Low
3753-TSEMP,0,0,1,0,15,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,88.15,1390.6,1,0,2,Loyal,92.70666666666666,0,1,0,-4.556666666666658,Medium
8305-VHZBZ,1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,1,1,0,New,20.2,0,0,0,0.0,Low
9720-JJJOR,1,0,1,1,41,1,0,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),60.3,2511.3,0,0,3,Long-term,61.25121951219513,0,1,0,-0.9512195121951308,High
8100-HZZLJ,0,0,0,1,43,1,0,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,63.95,2737.05,0,0,3,Long-term,63.65232558139535,1,1,0,0.29767441860465027,High
8775-ERLNB,1,1,1,0,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.3,74.3,0,0,0,New,74.3,0,1,0,0.0,Low
8309-IEYJD,0,1,0,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,0,0,0,New,70.6,0,0,0,0.0,Low
9172-JITSM,0,0,1,1,26,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.8,2361.8,1,0,2,Very Loyal,90.83846153846154,0,1,0,-0.03846153846154721,High
6298-QDFNH,1,0,0,0,22,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.35,1730.35,1,0,1,Loyal,78.65227272727272,1,0,0,0.6977272727272776,High
7398-HPYZQ,1,0,1,0,71,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),90.55,6404.0,0,0,6,Long-term,90.19718309859155,1,1,1,0.35281690140844546,Very High
3546-GHEAE,1,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.45,165.35,0,1,0,New,23.62142857142857,0,0,0,-4.171428571428571,Low
7361-YPXFS,0,1,0,0,28,1,1,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),64.45,1867.6,0,0,3,Very Loyal,66.7,0,0,0,-2.25,High
6557-BZXLQ,1,1,0,0,16,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,1043.3,0,0,0,Loyal,65.20625,1,0,0,4.4437500000000085,Medium
2550-QHZGP,1,0,0,0,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,128.6,0,1,0,New,18.37142857142857,1,0,0,1.12857142857143,Low
7519-JTWQH,0,0,0,0,69,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.5,7455.45,0,0,5,Long-term,108.05,1,0,1,2.450000000000003,Very High
2538-OIMXF,0,0,0,1,1,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.7,24.7,0,0,0,New,24.7,0,1,0,0.0,Low
8543-MSDMF,1,0,0,0,3,1,0,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,77.4,206.15,0,0,4,New,68.71666666666667,1,0,0,8.683333333333337,Low
9961-JBNMK,1,1,0,0,21,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),96.8,2030.3,1,0,3,Loyal,96.68095238095238,1,0,0,0.1190476190476204,High
1170-SASML,0,0,1,0,69,1,1,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),85.4,5869.4,0,0,2,Long-term,85.06376811594203,1,1,1,0.3362318840579803,Very High
4872-JCVCA,0,0,1,0,71,0,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),47.6,3377.8,0,0,4,Long-term,47.57464788732395,1,1,0,0.025352112676053196,High
5346-BZCHP,0,0,1,1,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,1346.2,0,1,0,Long-term,19.51014492753623,0,1,0,-0.11014492753623273,Medium
2038-LLMLM,0,0,0,0,48,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.85,4946.05,0,0,4,Long-term,103.04270833333334,1,0,1,0.8072916666666572,Very High
6173-ITPWD,1,0,1,0,47,1,1,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.35,4065.0,1,0,2,Long-term,86.48936170212765,0,1,0,-3.1393617021276583,Very High
9734-UYXQI,0,0,0,0,2,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.4,106.55,1,0,0,New,53.275,0,0,0,-3.875,Low
1216-BGTSP,1,0,0,0,45,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.45,4964.7,0,0,5,Long-term,110.32666666666667,0,0,1,-1.8766666666666652,Very High
4138-NAXED,1,0,0,0,51,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),81.0,4085.75,0,0,1,Long-term,80.11274509803921,1,0,0,0.8872549019607874,Very High
2189-UXTKY,0,0,1,0,22,1,1,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,79.2,1742.75,1,0,4,Loyal,79.2159090909091,0,1,0,-0.01590909090909065,High
0744-BIKKF,1,0,0,0,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.65,6224.8,0,0,6,Long-term,86.45555555555556,1,0,1,0.19444444444444287,Very High
7483-IQWIB,1,0,1,1,37,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.95,3415.25,0,0,3,Long-term,92.30405405405405,1,1,0,0.6459459459459538,High
5248-KWLAR,1,0,1,1,71,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,90.35,6325.25,0,0,6,Long-term,89.08802816901408,1,1,1,1.2619718309859138,Very High
4958-GZWIY,1,0,1,1,7,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,48.7,340.25,1,0,1,New,48.607142857142854,1,1,0,0.09285714285714874,Low
7996-MHXLW,0,0,0,0,66,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.15,1683.6,0,1,0,Long-term,25.509090909090908,0,0,0,-0.35909090909090935,High
7833-PKIHD,1,0,1,1,51,1,0,DSL,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),76.4,3966.3,0,0,4,Long-term,77.77058823529413,0,1,0,-1.3705882352941217,Very High
7061-OVMIM,0,0,1,1,30,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,608.5,0,1,0,Very Loyal,20.283333333333335,0,1,0,-0.7333333333333343,Medium
5153-RTHKF,0,0,0,0,34,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,85.35,2896.6,0,0,1,Very Loyal,85.19411764705882,1,0,0,0.1558823529411768,High
1852-QSWCD,1,0,1,1,64,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1514.85,0,1,0,Long-term,23.66953125,1,1,0,1.1304687500000021,High
4832-VRBMR,1,1,1,0,65,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,6792.45,0,0,4,Long-term,104.49923076923076,0,1,1,-1.3492307692307577,Very High
9079-LWTFD,1,0,0,0,47,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,100.75,4669.2,0,0,4,Long-term,99.34468085106383,1,0,1,1.4053191489361723,Very High
6356-ELRKD,0,0,0,0,1,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.6,95.6,1,0,3,New,95.6,0,0,0,0.0,Low
8624-GIOUT,0,0,0,0,49,1,1,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),59.75,2934.3,1,0,2,Long-term,59.88367346938776,0,0,0,-0.13367346938775881,High
3392-EHMNK,0,0,1,1,67,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),94.1,6302.8,0,0,3,Long-term,94.07164179104478,1,1,1,0.02835820895521124,Very High
5986-WWXDV,1,0,0,1,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.35,779.2,0,1,0,Long-term,19.97948717948718,0,1,0,-0.6294871794871781,Medium
3061-BCKYI,1,0,0,0,14,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,283.75,0,1,0,Loyal,20.267857142857142,0,0,0,-0.36785714285714377,Low
6179-GJPSO,0,1,0,0,43,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,4600.7,1,0,5,Long-term,106.99302325581395,1,0,1,1.1569767441860535,Very High
7901-TBKJX,1,1,0,0,56,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.05,5594.0,0,0,3,Long-term,99.89285714285714,1,0,1,1.1571428571428584,Very High
7228-PAQPD,0,0,0,0,14,1,0,DSL,No,No,No,Yes,No,Yes,One year,0,Credit card (automatic),59.1,772.85,0,0,2,Loyal,55.20357142857143,1,0,0,3.8964285714285722,Medium
3177-LASXD,0,0,0,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,71.35,71.35,1,0,0,New,71.35,0,0,0,0.0,Low
7746-QYVCO,1,0,1,1,16,1,0,DSL,Yes,Yes,No,No,No,No,One year,1,Mailed check,55.85,857.8,0,0,2,Loyal,53.6125,1,1,0,2.2375000000000043,Medium
5804-HYIEZ,1,0,1,1,70,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,7554.05,0,0,4,Long-term,107.915,0,1,1,-1.865000000000009,Very High
9919-FZDED,1,1,1,0,72,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,5981.65,0,0,5,Long-term,83.07847222222222,1,1,1,1.0215277777777771,Very High
5934-TSSAU,0,0,1,1,23,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.3,1702.9,0,0,1,Loyal,74.0391304347826,1,1,0,1.2608695652173907,High
3486-KHMLI,1,0,0,1,21,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.7,467.15,0,1,0,Loyal,22.245238095238093,1,1,0,2.454761904761906,Medium
4897-QSUYC,0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,20.15,1,1,0,New,20.15,0,0,0,0.0,Low
1084-UQCHV,1,0,0,1,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,69.75,1,0,0,New,69.75,0,1,0,0.0,Low
8290-YWKHZ,0,1,1,0,32,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.2,2931.0,1,0,2,Very Loyal,91.59375,1,1,0,1.6062500000000028,High
2955-BJZHG,1,0,1,1,17,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,80.85,1400.85,1,0,1,Loyal,82.40294117647058,0,1,0,-1.5529411764705827,High
3806-DXQOM,0,0,0,0,4,0,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,33.65,137.85,1,0,2,New,34.4625,0,0,0,-0.8125,Low
6784-XYJAE,0,0,0,0,36,1,1,DSL,No,No,Yes,No,No,No,One year,0,Electronic check,55.8,1941.5,0,0,1,Very Loyal,53.93055555555556,1,0,0,1.86944444444444,High
3933-DQPWX,0,0,0,0,50,0,0,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),39.7,1932.75,0,0,3,Long-term,38.655,1,0,0,1.0450000000000017,High
6661-EIPZC,0,0,1,1,48,0,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),29.5,1423.05,0,0,1,Long-term,29.646874999999998,0,1,0,-0.14687499999999787,High
8957-THMOA,0,0,0,1,50,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.15,970.85,0,1,0,Long-term,19.417,1,1,0,0.732999999999997,Medium
2251-PYLPB,1,0,1,0,72,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),79.55,5810.9,0,0,5,Long-term,80.70694444444445,0,1,1,-1.1569444444444485,Very High
5555-RNPGT,1,0,0,1,10,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,223.9,0,1,0,New,22.39,1,1,0,2.41,Low
1057-FOGLZ,0,0,0,0,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,391.7,0,1,0,Loyal,21.76111111111111,0,0,0,-2.1111111111111107,Low
9300-RENDD,1,0,0,0,1,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,79.95,1,0,1,New,79.95,0,0,0,0.0,Low
0761-AETCS,0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.3,19.3,1,1,0,New,19.3,0,0,0,0.0,Low
8087-LGYHQ,1,0,0,0,9,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.05,811.65,0,0,3,New,90.18333333333334,1,0,0,3.86666666666666,Medium
4137-BTIKL,1,0,0,0,2,1,1,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,90.75,174.75,0,0,2,New,87.375,1,0,0,3.375,Low
2190-BCXEC,0,0,1,0,40,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),78.85,3126.85,0,0,1,Long-term,78.17125,1,1,0,0.6787499999999937,High
6227-FBDXH,1,0,1,0,69,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),99.5,6841.45,0,0,3,Long-term,99.15144927536231,1,1,1,0.34855072463768977,Very High
2153-MREFK,0,0,1,0,37,1,1,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,1,Electronic check,99.2,3754.6,1,0,4,Long-term,101.47567567567567,0,1,0,-2.2756756756756715,High
2911-WDXMV,1,0,0,1,18,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.55,1406.65,0,0,1,Loyal,78.14722222222223,1,1,0,2.4027777777777715,High
7206-PQBBZ,1,1,1,0,11,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,834.7,0,0,0,New,75.88181818181819,0,1,0,-5.681818181818187,Medium
3106-ULWFW,0,0,1,0,8,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.2,627.4,1,0,1,New,78.425,1,1,0,6.775000000000006,Medium
0925-VYDLG,0,0,0,0,3,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.25,242.0,1,0,0,New,80.66666666666667,0,0,0,-5.416666666666671,Low
4547-FZJWE,1,0,1,1,55,1,0,DSL,Yes,No,No,No,No,Yes,One year,0,Credit card (automatic),59.45,3157.0,0,0,2,Long-term,57.4,1,1,0,2.0500000000000043,High
7422-WNBTY,1,0,1,0,33,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.35,3092.0,0,0,3,Very Loyal,93.6969696969697,0,1,0,-0.34696969696970825,High
0842-IWYCP,0,0,0,0,46,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.95,2168.9,0,0,0,Long-term,47.15,0,0,0,-2.1999999999999957,High
3521-HTQTV,1,0,0,0,34,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.1,980.35,0,1,0,Very Loyal,28.833823529411767,0,0,0,-2.733823529411765,Medium
3744-ZBHON,0,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.2,65.95,0,1,0,New,21.983333333333334,0,0,0,-1.783333333333335,Low
3373-DIUUN,1,0,1,1,30,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.25,711.9,0,1,0,Very Loyal,23.73,0,1,0,-2.4800000000000004,Medium
8383-SGHJU,0,0,0,0,33,1,1,DSL,Yes,No,No,Yes,No,No,One year,0,Electronic check,59.4,1952.8,0,0,2,Very Loyal,59.17575757575757,1,0,0,0.22424242424242635,High
7607-QKKTJ,1,0,1,1,45,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),95.0,4368.85,0,0,3,Long-term,97.08555555555556,0,1,0,-2.0855555555555583,Very High
7707-PYBBH,1,0,0,0,40,1,0,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,61.9,2647.1,0,0,3,Long-term,66.1775,0,0,0,-4.277499999999996,High
8984-HPEMB,0,0,0,0,71,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.65,8477.6,0,0,6,Long-term,119.40281690140846,0,0,1,-0.7528169014084511,Very High
4349-GFQHK,1,0,0,0,1,1,1,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,54.35,54.35,1,0,1,New,54.35,0,0,0,0.0,Low
4139-DETXS,0,0,1,1,72,0,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.45,4528.0,0,0,6,Long-term,62.888888888888886,1,1,1,1.5611111111111171,Very High
9779-DPNEJ,0,0,1,1,22,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.15,1790.65,0,0,1,Loyal,81.39318181818182,0,1,0,-1.2431818181818102,High
9805-FILKB,1,0,1,1,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,845.6,0,1,0,Long-term,18.382608695652173,1,1,0,1.8173913043478258,Medium
5793-YOLJN,0,0,1,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,1210.3,0,1,0,Long-term,22.005454545454544,0,1,0,-1.005454545454544,Medium
0673-IGUQO,1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,0,1,0,New,20.45,0,0,0,0.0,Low
4123-FCVCB,0,0,0,0,12,1,1,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,75.85,854.45,0,0,3,New,71.20416666666667,1,0,0,4.645833333333329,Medium
8819-IMISP,1,0,0,0,31,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.45,2429.1,0,0,1,Very Loyal,78.35806451612903,1,0,0,2.0919354838709694,High
7802-EFKNY,1,0,1,0,5,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,100.4,1,0,0,New,20.080000000000002,1,1,0,4.869999999999997,Low
8311-UEUAB,0,0,1,1,67,1,1,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,0,0,3,Long-term,78.05149253731344,0,1,1,-2.551492537313436,Very High
5858-EAFCZ,1,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,44.45,0,0,0,New,44.45,0,0,0,0.0,Low
8035-BUYVG,1,0,1,0,40,0,0,DSL,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,42.35,1716.45,1,0,3,Long-term,42.91125,0,1,0,-0.5612500000000011,High
1163-ONYEY,1,0,1,1,41,1,1,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),74.55,3023.55,0,0,4,Long-term,73.74512195121952,1,1,0,0.8048780487804805,High
9787-XVQIU,1,0,0,0,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.3,75.3,1,0,0,New,75.3,0,0,0,0.0,Low
8945-MUQUF,1,0,0,0,51,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,94.8,4837.6,1,0,3,Long-term,94.85490196078432,0,0,1,-0.054901960784320636,Very High
5656-MJEFC,1,0,1,1,42,0,0,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),48.15,2032.3,0,0,4,Long-term,48.38809523809524,0,1,0,-0.2380952380952408,High
6082-OQFBA,1,0,1,1,23,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,436.9,0,1,0,Loyal,18.995652173913044,1,1,0,0.6543478260869549,Medium
8051-HJRLT,0,1,0,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.55,70.55,1,0,0,New,70.55,0,0,0,0.0,Low
8974-OVACP,0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15,0,1,0,New,20.15,0,0,0,0.0,Low
4010-YLMVT,0,0,0,0,56,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,5893.95,0,0,4,Long-term,105.24910714285714,1,0,1,1.3508928571428527,Very High
1379-FRVEB,1,0,0,1,15,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.0,1430.05,0,0,2,Loyal,95.33666666666666,0,1,0,-4.336666666666659,High
8612-GXIDD,1,0,1,1,12,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.4,313.0,0,1,0,New,26.083333333333332,0,1,0,-0.6833333333333336,Low
6288-CHQJB,0,0,1,1,54,1,0,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.95,3871.85,0,0,4,Long-term,71.70092592592593,0,1,0,-1.7509259259259267,Very High
8160-HOWOX,0,0,0,0,7,1,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.85,458.1,0,0,2,New,65.44285714285715,1,0,0,1.4071428571428442,Medium
3023-GFLBR,0,0,1,1,33,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),86.15,2745.7,1,0,1,Very Loyal,83.2030303030303,1,1,0,2.9469696969697026,High
6648-INWPS,1,0,1,1,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.15,341.35,0,1,0,Loyal,21.334375,0,1,0,-1.1843750000000028,Low
4223-BKEOR,0,0,0,1,21,1,0,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,1336.8,0,0,3,Loyal,63.65714285714286,1,1,0,1.192857142857136,Medium
4079-VTGLK,1,1,1,0,30,1,1,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,2181.75,0,0,3,Very Loyal,72.725,1,1,0,2.125,High
1763-WQFUK,1,0,0,0,3,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.5,147.75,0,0,1,New,49.25,1,0,0,1.25,Low
1391-UBDAR,1,0,0,0,11,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,72.9,818.45,0,0,1,New,74.40454545454546,0,0,0,-1.5045454545454504,Medium
